Key,Context,Source,en-us
Studio.App.UserPlaceCreatorsListWidget.Offline,User is offline,Offline,Offline
Studio.App.UserPlaceCreatorsListWidget.PlaceOwnerOffline,User is owner of place and is offline,Place Owner (Offline),Place Owner (Offline)
Studio.App.UserPlaceCreatorsListWidget.PlaceOwner,User is owner of place,Place Owner,Place Owner
Studio.App.AudioResourceController.AudioReferencedByName,,"Audio files are referenced by name, so any references to this asset will fail to load. Are you sure you want to remove it?","Audio files are referenced by name, so any references to this asset will fail to load. Are you sure you want to remove it?"
Studio.App.ImageResourceController.ImagesReferencedByName,,"Images are referenced by name, so any references to this image will fail to load. Are you sure you want to remove it?","Images are referenced by name, so any references to this image will fail to load. Are you sure you want to remove it?"
Studio.App.PlaceVersionHistory.BetaFeatureTitle,,Place Version History in Studio,Place Version History in Studio
Studio.App.PlaceVersionHistory.BetaFeatureDescription,,Enable developers to revert versions in Roblox Studio and provide downloadable history of all versions of a place.,Enable developers to revert versions in Roblox Studio and provide downloadable history of all versions of a place.
Studio.App.PlaceVersionHistoryDialog.Title1,Title of dialog to view history for a place. Example: MyPlaceName - Version History,%1 - Version History,%1 - Version History
Studio.App.PlaceVersionHistoryDialog.Empty,,No Place Versions found,No Place Versions found
Studio.App.PlaceVersionHistoryDialog.HelpLink,,More information,More information
Studio.App.PlaceVersionHistoryDialog.PublishedColumnTitle,,Published,Published
Studio.App.PlaceVersionHistoryDialog.Tip,,Select a place version to download and open it,Select a place version to download and open it
Studio.App.PlaceVersionHistoryDialog.ViewHistory,,View History,View History
Studio.App.InsertObjectUtils.CannotBeChildOf,,%s cannot be a child of %s,%s cannot be a child of %s
Studio.App.ScriptTextEditor.FilterText,,  Type to filter functions. Tab or Enter to go to selected function,  Type to filter functions. Tab or Enter to go to selected function
Studio.App.GenericResourceController.RemovingGameAsset,,Removing game asset(s),Removing game asset(s)
Studio.App.VideoControl.RecordingStarted,,Video recording started,Video recording started
Studio.App.VideoControl.RecordingStopped,,Video recording stopped,Video recording stopped
Studio.App.RobloxScriptDiffDoc.DiffResult,,Diff Result,Diff Result
Studio.App.RobloxScriptDiffDoc.Diff1,This string serves as a tab title for a script diff view of a single script. The argument will be a script path/name.,%1 (Diff),%1 (Diff)
Studio.App.RobloxScriptDiffDoc.MultipleDiffs1,This string serves as a tab title for a script diff view of multiple scripts. The argument will be a number indicating how many scripts are being diffed in this tab.,%1 Scripts (Diff),%1 Scripts (Diff)
Studio.App.RobloxScriptDiffDoc.Diff.Text,,Review the changes and click '%1' to apply them to your script,Review the changes and click '%1' to apply them to your script
Studio.App.RobloxScriptDiffDoc.Diff.Accept,,Accept,Accept
Studio.App.RobloxScriptDiffDoc.Diff.Cancel,,Cancel,Cancel
Studio.App.ProjectConfig.UnexpectedFieldWarning2,,"The Project File has unexpected fields, they will be ignored. 
%1 
%2","The Project File has unexpected fields, they will be ignored. 
%1 
%2"
Studio.App.RobloxApplication.AbnormalTerminateMessage,,An unexpected error has occurred and Studio needs to quit. Please restart Studio or contact support if the problem persists.,An unexpected error has occurred and Studio needs to quit. Please restart Studio or contact support if the problem persists.
Studio.App.LocalizationPlugin.NoFileSelected,,No file selected,No file selected
Studio.App.LocalizationPlugin.CSVEmpty,,LocalizationTable:EncodeCSV returned empty string,LocalizationTable:EncodeCSV returned empty string
Studio.App.LocalizationPlugin.CouldNotFindLocalizationService,,Could not find LocalizationService,Could not find LocalizationService
Studio.App.LocalizationPlugin.ErrorReading1Csv2,,Error reading %1.csv: %2,Error reading %1.csv: %2
Studio.App.LocalizationPlugin.CouldntOpenFile1,,Couldn't open file %1,Couldn't open file %1
Studio.App.LocalizationPlugin.ErrorWritingToFile1,,Error writing to file %1,Error writing to file %1
Studio.App.DeclarationView.MemberOf1,,"Member of <label style=""font-weight: bold"">%1</label>","Member of <label style=""font-weight: bold"">%1</label>"
Studio.App.DeclarationView.BackEnd,,<b>Back-end: </b>This item can only be used from game servers and solo games.,<b>Back-end: </b>This item can only be used from game servers and solo games.
Studio.App.DeclarationView.Deprecated,,<b>Deprecated: </b>This item is deprecated. Do not use it for new work.,<b>Deprecated: </b>This item is deprecated. Do not use it for new work.
Studio.App.DeclarationView.Summary,,Summary:,Summary:
Studio.App.LockedScriptsCommitProgressDialog.Title,,Apply Edits Progress,Apply Edits Progress
Studio.App.LockedScriptsCommitProgressDialog.Label,,Applying edits from the following scripts,Applying edits from the following scripts
Studio.App.LockedScriptsCommitProgressDialog.ScriptNameColumn,,Script Name,Script Name
Studio.App.LockedScriptsCommitProgressDialog.ScriptStatusColumn,,Status,Status
Studio.App.LockedScriptsCommitProgressDialog.CommittingStatus,,Applying edits...,Applying edits...
Studio.App.LockedScriptsCommitProgressDialog.FailedStatus,,Failed,Failed
Studio.App.SandboxLocalCache.DialogTitle,,Drafts Local Cache,Drafts Local Cache
Studio.App.SandboxLocalCache.MetaDataCorruptedMessage,,"Can't restore drafts information, metadata corrupted","Can't restore drafts information, metadata corrupted"
Studio.App.SandboxLocalCache.MetaDataFilesCorruptedMessage,,"Can't restore some of the drafts information

Metadata files corrupted:","Can't restore some of the drafts information

Metadata files corrupted:"
Studio.App.SandboxLocalCache.SourcesMissingCorruptedMessage,,"Unable to restore some of the drafts.

Files are missing or corrupted:","Unable to restore some of the drafts.

Files are missing or corrupted:"
Studio.App.ObjectBrowserManager.FailedToOpenObjectBrowser,,"Failed to open Object Browser. Please restart your application and try again. If you continue to encounter this error, please contact customer service.","Failed to open Object Browser. Please restart your application and try again. If you continue to encounter this error, please contact customer service."
Studio.App.VersionHistoryController.ReadOnlyScriptDocMessageFmt4,,This version is read-only. <a href='%1://%2_%3_%4'>Click here to edit.</a>,This version is read-only. <a href='%1://%2_%3_%4'>Click here to edit.</a>
Studio.App.VersionHistoryController.ReadOnlyScriptDocMessageNoEdit,,This version is read-only.,This version is read-only.
Studio.App.VersionHistoryController.ScriptEditErrorMessage,,Unable to edit script. Please try again.,Unable to edit script. Please try again.
Studio.App.VersionHistoryController.AutoCommitMessage,,Auto generated commit,Auto generated commit
Studio.App.VersionHistoryController.AutoCommitNewSlotMessage1,,Initial commit published from place: %1,Initial commit published from place: %1
Studio.App.VersionHistoryController.AutoCommitNewSlotInitialPublish,,Initial publish commit,Initial publish commit
Studio.App.VersionHistoryController.AutoCommitPlaceRevision1,,Overwriting place from version: %1,Overwriting place from version: %1
Studio.App.RobloxScriptReview.HeaderLabelName,In script performance,Name,Name
Studio.App.RobloxScriptReview.HeaderLabelCount,In script performance,Count,Count
Studio.App.RobloxScriptReview.HeaderLabelActivity,In script performance,Activity,Activity
Studio.App.RobloxScriptReview.HeaderLabelRate,In script performance,Rate,Rate
Studio.App.RobloxTaskScheduler.HeaderLabelName,In task scheduler,Name,Name
Studio.App.RobloxTaskScheduler.HeaderLabelActivity,In task scheduler,Activity,Activity
Studio.App.RobloxTaskScheduler.HeaderLabelRate,In task scheduler,Rate,Rate
Studio.App.RobloxTaskScheduler.HeaderLabelTime,In task scheduler,Time,Time
Studio.App.RobloxDiagnosticsView.HeaderLabelName,In performance,Name,Name
Studio.App.RobloxDiagnosticsView.HeaderLabelValue,In performance,Value,Value
Studio.App.ScriptsInBatchDialog.FailedToLoadDataErrorMessage,,Failed to load data. Please close this dialog and try again.,Failed to load data. Please close this dialog and try again.
Studio.App.ScriptsInBatchDialog.Title,,Scripts In Batch,Scripts In Batch
Studio.App.ScriptsInBatchDialog.ScriptSectionHeader,,Script,Script
Studio.App.ScriptsInBatchDialog.VersionSectionHeader,,Version,Version
Studio.App.CmdSnippetImportPack.InvalidPath,,Invalid file path.,Invalid file path.
Studio.App.CmdSnippetImportPack.FailToOpenFile,,Fail to open file from path.,Fail to open file from path.
Studio.App.CmdSnippetImportPack.JsonFormatInvalid,,This is not valid snippet pack json file.,This is not valid snippet pack json file.
Studio.App.CmdSnippetExportPack.FailToOpenFileToWriteFmt1,,Fail to open file %1 to write.,Fail to open file %1 to write.
Studio.App.CmdSnippetExportPack.FailToWriteFileFmt1,,Fail to write file to %1.,Fail to write file to %1.
Studio.App.ScriptDocument.DisabledPrefix,,[Disabled] ,[Disabled] 
Studio.App.ScriptDocument.DeletedPrefix,,[DELETED] ,[DELETED] 
Studio.App.ScriptDocument.EditingSuffixFmt1,, (%1 Editing), (%1 Editing)
Studio.App.StudioCmdService.PermissionError3,,"The current identity (%1) cannot execute command (%2), lacking permission (%3)
","The current identity (%1) cannot execute command (%2), lacking permission (%3)
"
Studio.App.CmdService.NoCommandError1,,"Cannot execute unregistered command (%1)
","Cannot execute unregistered command (%1)
"
Studio.App.CmdService.ReentrancyError1,,"Cannot execute command (%1) while another instance of it is still running
","Cannot execute command (%1) while another instance of it is still running
"
Studio.App.CmdService.UnexpectedArgsError1,,"Cannot execute command (%1) due to unexpected arguments
","Cannot execute command (%1) due to unexpected arguments
"
Studio.App.GeneralCmd.REPEAT,,Repeat Command,Repeat Command
Studio.App.GeneralCmd.REPEATTooltip,,Repeat a command in the command history some number of times,Repeat a command in the command history some number of times
Studio.App.GeneralCmd.HELP,,Command Help,Command Help
Studio.App.GeneralCmd.HELPTooltip,,List all commands with optional filtering,List all commands with optional filtering
Studio.App.MeshSplitterDialog.Checked12,,Checked (%1/%2),Checked (%1/%2)
Studio.App.MeshSplitterDialog.MeshSplittingCheck,,Mesh Splitting Check,Mesh Splitting Check
Studio.App.MeshSplitterDialog.ImportRemainingFiles,,Import Remaining Files,Import Remaining Files
Studio.App.MeshSplitterDialog.WillBeSplitWarning,,"If a mesh contains multiple assets, it will be split into separate assets.","If a mesh contains multiple assets, it will be split into separate assets."
Studio.App.MeshSplitterDialog.FilesCantBeImported,,The following files cannot be imported.,The following files cannot be imported.
Studio.App.BulkImportWidget.CancelImport,,Cancel Import,Cancel Import
Studio.App.BulkImportWidget.ContinueImport,,Continue Import,Continue Import
Studio.App.BulkImportWidget.ImportNotComplete,,Your import is not complete. Closing the widget will cancel the entire import process. Would you like to cancel it?,Your import is not complete. Closing the widget will cancel the entire import process. Would you like to cancel it?
Studio.App.MeshImportOptionsDialog.FileCount2,,%1 of %2 files,%1 of %2 files
Studio.App.MeshImportOptionsDialog.NoFilesAvailable,,No files available,No files available
Studio.App.MeshImportOptionsDialog.MeshImportOptions,,Mesh Import Options,Mesh Import Options
Studio.App.MeshImportOptionsDialog.RescaleIfTooLarge,,Rescale if too large,Rescale if too large
Studio.App.MeshImportOptionsDialog.ReverseInwardPointingMeshNormals,,Reverse inward-pointing mesh normals,Reverse inward-pointing mesh normals
Studio.App.MeshImportOptionsDialog.ImportFileAsSingleMesh,,Import file as single mesh,Import file as single mesh
Studio.App.MeshImportOptionsDialog.ApplyAll,,Apply All,Apply All
Studio.App.UploadImageRequest.CouldNotOpenFile,,Could not open file %1,Could not open file %1
Studio.App.UploadImageRequest.UploadingTooQuickly,,Uploading too quickly,Uploading too quickly
Studio.App.UploadImageRequest.UploadingQuickly1,,Uploading too quickly. Try again in %1 minute(s),Uploading too quickly. Try again in %1 minute(s)
Studio.App.UploadImageRequest.UploadingQuicklyHour1,,Uploading too quickly. Try again in %1 hour(s),Uploading too quickly. Try again in %1 hour(s)
Studio.App.BulkImporterImpl.AssetNameModerated,,Asset name on website has been moderated,Asset name on website has been moderated
Studio.App.BulkImporterImpl.AssetHasBeenRenamedTo1,,Asset has been renamed to '%1',Asset has been renamed to '%1'
Studio.App.BulkImporterImpl.RetryingUpload,,Retrying upload,Retrying upload
Studio.App.BulkImporterImpl.RetryLimitHitTryAgainLater,,Retry limit hit. Try again later,Retry limit hit. Try again later
Studio.App.BulkImporterImpl.RetryLimitHitTryAgainIfNotExceedingDailyLimit,,Upload retry limit for this asset has been reached. If daily limit hasn't been exceeded try again later.,Upload retry limit for this asset has been reached. If daily limit hasn't been exceeded try again later.
Studio.App.UploadTextureRequest.CouldNotReadTexture1FromTheDisk,,"Could not read texture ""%1"" from the disk","Could not read texture ""%1"" from the disk"
Studio.App.BulkImporter.SplitFrom1,,Split from %1,Split from %1
Studio.App.BulkImporter.RetryingUploadIn1SecondS,,Retrying upload in %1 second(s),Retrying upload in %1 second(s)
Studio.App.MeshSplitterImpl.ContainsMoreMeshes,,The mesh file contained more than %1 meshes.,The mesh file contained more than %1 meshes.
Studio.App.FBXMeshImporter.MeshHasTooManyTriangles2,"Error message that displays if a user tries to import a 3D mesh that has too many faces (aka triangles). First argument is the max limit of triangles, second argument is the amount of triangles that were in the uploaded mesh.",Your mesh has too many triangles! Limit is %1. Your mesh has %2.,Your mesh has too many triangles! Limit is %1. Your mesh has %2.
Studio.App.FBXMeshImporter.MeshHasNoVertices,Error message that displays if a user tries to import a 3D mesh that has no vertices.,Your mesh has no vertices! Please check the validity of your mesh and try again.,Your mesh has no vertices! Please check the validity of your mesh and try again.
Studio.App.FBXMeshImporter.ContainsRiggingData,Warning message that displays if a user tries to import a 3D mesh that contains animation data.,Animation data detected! Studio does not support animation data. You may experience issues if the mesh is dependent on the initial position of the animation data.,Animation data detected! Studio does not support animation data. You may experience issues if the mesh is dependent on the initial position of the animation data.
Studio.App.FBXMeshImporter.MultipleMeshes,"Warning message that appears if a user tries to import a 3D mesh file that contains multiple meshes. Studio reacts to this by joining the meshes together, but this could mess up the textures of the mesh.","Multiple meshes detected! The meshes were joined together, and textures may now be incorrect.","Multiple meshes detected! The meshes were joined together, and textures may now be incorrect."
Studio.App.FBXMeshImporter.MultipleTextures,"Warning message that appears if a user tries to import a 3D mesh that contains multiple textures. Studio only allows one of these textures, but this may result in the texture not looking correct.",Multiple textures detected! We only allow one texture per MeshPart which may now result in the mesh texture not looking correct.,Multiple textures detected! We only allow one texture per MeshPart which may now result in the mesh texture not looking correct.
Studio.App.FBXMeshImporter.UnexpectedFileType,Error message that appears if the user tries to import a 3D FBX mesh that is not properly formatted.,Your file does not seem to contain a FBX mesh! Make sure the file extension is correct.,Your file does not seem to contain a FBX mesh! Make sure the file extension is correct.
Studio.App.AnimationFromVideoCreatorStudioService.SelectMP4VideoFile,,Select a video,Select a video
Studio.App.AnimationFromVideoCreatorStudioService.NoFileSelected,,No file selected,No file selected
Studio.App.AnimationFromVideoCreatorStudioService.FileTooLarge,,File is too large; must be less than %1MB,File is too large; must be less than %1MB
Studio.App.AnimationFromVideoCreatorStudioService.UploadFailed,,Upload failed,Upload failed
Studio.App.AvatarImportService.OpenRigFBXFile,,Open Rig FBX File,Open Rig FBX File
Studio.App.BulkImportService.UniverseNotValid,,Universe is not valid,Universe is not valid
Studio.App.BulkImportService.UniverseResourcesNotLoaded,,Universe resources are not loaded yet,Universe resources are not loaded yet
Studio.App.BulkAudioImportRateLimiting.UploadsLeft4,,"%1 of %2 audio uploads left until %3.
(<a href=%4>Learn more</a>)","%1 of %2 audio uploads left until %3.
(<a href=%4>Learn more</a>)"
Studio.App.BulkAudioImportRateLimiting.UploadsReachedLimit2,,"You've reached your audio upload limit. It refreshes on %1.
(<a href=%2>Learn more</a>)","You've reached your audio upload limit. It refreshes on %1.
(<a href=%2>Learn more</a>)"
Studio.App.BulkAudioImportRateLimiting.NoCapacity,,Audio uploads are temporarily unavailable. Please try again later.,Audio uploads are temporarily unavailable. Please try again later.
Studio.App.BulkAudioImportRateLimiting.UploadsDefault2,,"You have %1 audio uploads per 30 days.
(<a href=%2>Learn more</a>)","You have %1 audio uploads per 30 days.
(<a href=%2>Learn more</a>)"
Studio.App.BulkVideoImportInfos.PreparingToUpload,,Preparing to upload,Preparing to upload
Studio.App.BulkVideoImportInfos.UploadProgress1,Display the video uploading progress in percent.,Uploading: %1%,Uploading: %1%
Studio.App.BulkVideoImportInfos.ProcessProgress1,Display the video processing progress in percent.,Processing: %1%,Processing: %1%
Studio.App.BulkVideoImportInfos.UploadCanceled,,Video upload is canceled.,Video upload is canceled.
Studio.App.BulkVideoImportInfos.UploadCannotBeCanceled,,Video processing cannot be canceled.,Video processing cannot be canceled.
Studio.App.BulkVideoImportRateLimiting.UploadsLeft4,,"%1 of %2 video uploads left until %3.
(<a href=%4>Learn more</a>)","%1 of %2 video uploads left until %3.
(<a href=%4>Learn more</a>)"
Studio.App.BulkVideoImportRateLimiting.UploadsReachedLimit2,,"You've reached your video upload limit. It refreshes on %1.
(<a href=%2>Learn more</a>)","You've reached your video upload limit. It refreshes on %1.
(<a href=%2>Learn more</a>)"
Studio.App.BulkVideoImportRateLimiting.NoCapacity,,Video uploads are temporarily unavailable. Please try again later.,Video uploads are temporarily unavailable. Please try again later.
Studio.App.BulkVideoImportRateLimiting.UploadsDefault2,,"You have %1 video uploads per 30 days.
(<a href=%2>Learn more</a>)","You have %1 video uploads per 30 days.
(<a href=%2>Learn more</a>)"
Studio.App.InsertObject.SearchObject1,,Search object %1,Search object %1
Studio.App.InsertObject.MultipleSelectionError,,InsertObject: Cannot do insert object when there are multiple selections. Please make sure you select a valid target object.,InsertObject: Cannot do insert object when there are multiple selections. Please make sure you select a valid target object.
Studio.App.InsertObjectCategory.FavoritesCategory,,Frequently Used,Frequently Used
Studio.App.InsertObjectCategory.Styling,,Styling,Styling
Studio.App.InsertObjectCategory.Sensors,,Sensors,Sensors
Studio.App.Callout.LearnMore,"Within a Teaching Callout, this text is a link that takes a user to a learning resource for a new feature. Teaching Callouts are used to showcase new Studio features to users.",Learn more,Learn more
Studio.App.Callout.GotIt,Button that a user clicks to dismiss a Teaching Callout. Teaching Callouts are used to showcase new Studio features to users.,Got it!,Got it!
Studio.App.CalloutService.TargetNotGuiBase2d,,Target is not a GuiBase2d,Target is not a GuiBase2d
Studio.App.CalloutService.NoLayerCollector,,Could not find a LayerCollector for target,Could not find a LayerCollector for target
Studio.App.CalloutService.InvalidLayerCollector,,Not a valid type of LayerCollector,Not a valid type of LayerCollector
Studio.App.StudioPackageManager.PackageUnlinkConfirmation,,Modifying packages disables auto-update until you publish or revert the changes,Modifying packages disables auto-update until you publish or revert the changes
Studio.App.StudioPackageManager.PackageUnlinkRevertButton,"The user modified a package, and we told them that this will have consequences. We're offering them a chance to avoid this by clicking a button and reverting the changes.",Revert Changes,Revert Changes
Studio.App.StudioPackageManager.PackageScriptDocMessage,,This script is part of a package. <a href='unlinkpackage://asset'>Click here</a> to modify.,This script is part of a package. <a href='unlinkpackage://asset'>Click here</a> to modify.
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToCancellation,,Failed to open the team create place due to cancellation,Failed to open the team create place due to cancellation
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToTimeout,,Failed to open the team create place due to timeout,Failed to open the team create place due to timeout
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToVersionConflictLuobu,,Luobu Studio does not support joining a TeamCreate session with a global Studio developer. Please ask your teammates to download Loubu Studio to use TeamCreate together: www.robloxdev.cn,Luobu Studio does not support joining a TeamCreate session with a global Studio developer. Please ask your teammates to download Loubu Studio to use TeamCreate together: www.robloxdev.cn
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceDueToVersionConflictGlobal,,Global Studio does not support joining a TeamCreate session with a Luobu Studio developer. Please download Luobu Studio to use TeamCreate together: www.robloxdev.cn,Global Studio does not support joining a TeamCreate session with a Luobu Studio developer. Please download Luobu Studio to use TeamCreate together: www.robloxdev.cn
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceGeneral,,"Failed to open the team create place, please try again","Failed to open the team create place, please try again"
Studio.App.StudioDataModelLoadUtil.ErrorCannotOpenTCPlaceWithErrorCode1,"NOTE TO LOCALIZERS: Do not translate the parentheses (), whatever is inside the parentheses, or any other special characters, use ASCII instead.","Failed to open the team create place, please try again. (Error Code: %1)","Failed to open the team create place, please try again. (Error Code: %1)"
Studio.App.Package.Version1,,Version %1,Version %1
Studio.App.Package.Version.Current1,,Version %1 (Current),Version %1 (Current)
Studio.App.Package.Version.Latest1,,Version %1 (Latest),Version %1 (Latest)
Studio.App.Package.Version.Local,,Local Copy,Local Copy
Studio.App.Package.ShowPackagesDiff1,,Compare %1 Package Versions,Compare %1 Package Versions
Studio.App.Package.NoChanges,Shows when there are no changes between two package versions,The package has no changes.,The package has no changes.
Studio.App.LoginPageDocumentPanel.LoginPage,,Login Page,Login Page
Studio.App.LoginPage.StartCreatingOwnGames,,Start creating your own experiences!,Start creating your own experiences!
Studio.App.LoginPage.LoggingInElps,,Logging in...,Logging in...
Studio.App.LoginPage.LoggingOutElps,,Logging out...,Logging out...
Studio.App.LoginPage.LoadingStudioElps,,Loading Studio...,Loading Studio...
Studio.App.LoginPage.StudioVersion1,,Roblox Studio Version %1,Roblox Studio Version %1
Studio.App.ActionInitializer.ToggleSnapToParts,,Snap to Parts - Toggle,Snap to Parts - Toggle
Studio.App.ActionInitializer.ToggleSnapToPartsTooltip,,Toggle whether dragger tools snap to the edges / centers of parts.,Toggle whether dragger tools snap to the edges / centers of parts.
Studio.App.PackageContextMenu.PackageDetails,,Package Details,Package Details
Studio.App.PackageContextMenu.MassUpdatePackage,,Update All,Update All
Studio.App.PackageContextMenu.ShowPackagesDiff,,Compare Package Versions,Compare Package Versions
Studio.App.RibbonUpdatesBar.UpdateAvailableAction,,Update Available,Update Available
Studio.App.RibbonUpdatesBar.UpdateAvailableAction.Studio,,Update available,Update available
Studio.App.RibbonUpdatesBar.UpdateAvailableAction.Channel,,Channel update available,Channel update available
Studio.App.RibbonUpdatesBar.UpdateAvailableAction.Tooltip,,Studio will save all changes and restart,Studio will save all changes and restart
Studio.App.RibbonUpdatesBar.WhatsNewAction,,Notifications,Notifications
Studio.App.RibbonUpdatesBar.WhatsNewAction.ToolTip,,Click this button to see what's new with Studio and our developer community!,Click this button to see what's new with Studio and our developer community!
Studio.App.RibbonUpdatesBar.StudioNotifications,,Creator Notifications,Creator Notifications
Studio.App.RibbonUpdatesBar.StudioNotifications.ToolTip,,Receive important updates about your creations all in one place,Receive important updates about your creations all in one place
Studio.App.Shapes.Sphere,,Sphere,Sphere
Studio.App.Shapes.CornerWedge,,Corner Wedge,Corner Wedge
Studio.App.Shapes.Cylinder,,Cylinder,Cylinder
Studio.App.Breakpoints.Breakpoints,,Breakpoints,Breakpoints
Studio.App.Watch.Watch,,Watch,Watch
Studio.App.UIEditor.ScrollingFrame,ui editor menu,Scrolling Frame,Scrolling Frame
Studio.App.UIEditor.TextLabel,ui editor menu,Text Label,Text Label
Studio.App.UIEditor.TextButton,ui editor menu,Text Button,Text Button
Studio.App.Help.OpenDocumentationUrl,Launches documentation DevHub URL,Documentation,Documentation
Studio.App.Help.OpenTutorialsUrl,Launches tutorials DevHub URL,Tutorials,Tutorials
Studio.App.Help.OpenDeveloperForumUrl,Launches Developer Forum URL,Developer Forum,Developer Forum
Studio.App.Help.StartStudioTour,Starts the Studio Tour,Studio Tour,Studio Tour
Studio.App.PlaceAnnotations.Toggle,Opens the Place Comments feature.,Comments,Comments
Studio.App.PlaceAnnotations.AddAnnotation,Add a comment,Comments,Comments
Studio.App.CalibrateDeviceScalingDialog.CalibrateDeviceScaling,,Calibrate Device Scaling,Calibrate Device Scaling
Studio.App.CalibrateDeviceScalingDialog.DecreaseImageSize,,Decrease image size,Decrease image size
Studio.App.CalibrateDeviceScalingDialog.IncreaseImageSize,,Increase image size,Increase image size
Studio.App.CalibrateDeviceScalingDialog.EstimateScreenSize,,"To accurately scale to physical size, we need to get an estimate of your screen size.","To accurately scale to physical size, we need to get an estimate of your screen size."
Studio.App.CalibrateDeviceScalingDialog.AdjustTheSlider,,Adjust the slider so that the image below is about the size of a student ID or library card (8.56 cm or 3.37 inches wide).,Adjust the slider so that the image below is about the size of a student ID or library card (8.56 cm or 3.37 inches wide).
Studio.App.ManageEmulationDeviceDialog.EmulationDeviceManager,,Emulation Device Manager,Emulation Device Manager
Studio.App.ManageEmulationDeviceDialog.CloneDevice,,Clone Device,Clone Device
Studio.App.ManageEmulationDeviceDialog.NewDevicePrefix,,newDevice,newDevice
Studio.App.StudioDeviceEmulatorService.CannotChangeEmulationDevice,,Can't set emulation device in current game state.,Can't set emulation device in current game state.
Studio.App.StudioDeviceEmulatorService.InvalidOrientation1,,Can't set orientation to '%1'.,Can't set orientation to '%1'.
Studio.App.StudioDeviceEmulatorService.NonExistantDeviceId1,,Device ID '%1' doesn't exist.,Device ID '%1' doesn't exist.
Studio.App.MeshPartLODNotification.Message,MeshPart renderFidelity property selector,RenderFidelity was set to Automatic or Performance. This may require the asset to go through moderation and create a new assetId.,RenderFidelity was set to Automatic or Performance. This may require the asset to go through moderation and create a new assetId.
Studio.App.MeshPartLODNotification.Dismiss,MeshPart renderFidelity property selector,Do not show again,Do not show again
Studio.App.BaseDataModel.MigrateOneUnionTitle,,One union is being reinterpreted,One union is being reinterpreted
Studio.App.BaseDataModel.MigrateOneUnionBody,,"Do you want Studio to perform a one-time migration resizing one union to retain its original appearance?

The migration should only be used on content created under the old scaling behavior. In particular this means you should not use the migration on new content you've been working on under the Nonuniform Unions beta feature.","Do you want Studio to perform a one-time migration resizing one union to retain its original appearance?

The migration should only be used on content created under the old scaling behavior. In particular this means you should not use the migration on new content you've been working on under the Nonuniform Unions beta feature."
Studio.App.BaseDataModel.MigrateUnionsTitle1,,%1 unions are being reinterpreted,%1 unions are being reinterpreted
Studio.App.BaseDataModel.MigrateUnionsBody1,,"Do you want Studio to perform a one-time migration resizing %1 unions to retain their original appearance?

The migration should only be used on content created under the old scaling behavior. In particular this means you should not use the migration on new content you've been working on under the Nonuniform Unions beta feature.","Do you want Studio to perform a one-time migration resizing %1 unions to retain their original appearance?

The migration should only be used on content created under the old scaling behavior. In particular this means you should not use the migration on new content you've been working on under the Nonuniform Unions beta feature."
Studio.App.TextureGenerator.PreviewRequestFailed,,Preview request failed.,Preview request failed.
Studio.App.TextureGenerator.GenerationRequestFailed,,Generation request failed.,Generation request failed.
Studio.App.TextureGenerator.UVUnwrappingFailed,,UV unwrapping failed.,UV unwrapping failed.
Studio.App.PluginWidgetRelay.RenderingFailed1,,"Adding plugin window failed with error: %1 
 Your plugin windows may not work correctly. Please close and reopen the place to restore plugin window functionality. If this problem persists, please contact Roblox customer support.","Adding plugin window failed with error: %1 
 Your plugin windows may not work correctly. Please close and reopen the place to restore plugin window functionality. If this problem persists, please contact Roblox customer support."
